0	0	5
0	1	3
0	2	4
0	3	3
0	4	3
0	6	4
0	7	1
0	8	5
0	10	2
0	12	5
0	14	5
0	15	5
0	17	4
0	18	5
0	20	1
0	21	4
0	24	4
0	25	3
0	27	4
0	28	1
0	29	3
0	31	5
0	33	2
0	34	1
0	36	2
0	37	3
0	39	3
0	40	2
0	41	5
0	42	4
0	44	5
0	45	4
0	47	5
0	49	5
0	51	4
0	54	5
0	56	5
0	57	4
0	58	5
0	62	2
0	65	4
0	67	4
0	70	3
0	74	4
0	76	4
0	78	4
0	82	3
0	86	5
0	87	4
0	88	5
0	92	5
0	93	2
0	94	4
0	98	3
0	100	2
0	104	2
0	105	4
0	108	5
0	109	1
0	110	5
0	114	5
0	115	3
0	118	5
0	121	3
0	122	4
0	123	5
0	125	2
0	126	5
0	130	1
0	132	4
0	134	4
0	135	3
0	136	5
0	137	1
0	138	3
0	140	3
0	141	2
0	143	4
0	145	4
0	146	3
0	148	2
0	151	5
0	152	3
0	155	4
0	157	3
0	161	4
0	164	5
0	165	5
0	166	2
0	167	5
0	168	5
0	171	5
0	172	5
0	175	5
0	177	5
0	178	3
0	180	5
0	181	4
0	186	4
0	190	5
0	191	4
0	193	4
0	194	5
0	196	5
0	197	5
0	198	4
0	202	4
0	203	5
0	204	3
0	206	5
0	210	3
0	215	5
0	216	3
0	219	3
0	222	5
0	230	1
0	233	4
0	236	2
0	237	4
0	238	4
0	239	3
0	243	2
0	244	2
0	245	5
0	246	1
0	248	4
0	250	4
0	255	4
0	256	4
0	260	1
0	262	1
0	267	5
0	268	5
0	269	5
0	270	2
1	0	4
1	9	2
1	13	4
1	24	4
1	99	5
1	110	4
1	126	5
1	236	4
1	241	5
1	254	4
1	257	3
1	268	4
1	271	5
1	272	4
1	273	3
1	274	5
1	275	4
1	276	4
1	277	3
1	281	4
1	282	5
1	283	4
1	284	5
1	285	4
1	286	3
1	287	3
1	288	3
1	290	3
1	292	4
1	293	1
1	294	4
1	295	3
1	299	4
1	301	5
1	303	4
1	304	3
1	305	4
1	308	1
1	309	4
1	310	5
2	180	4
2	257	2
2	259	4
2	267	3
2	270	3
2	287	2
2	301	2
2	302	3
2	316	2
2	318	2
2	319	5
2	320	5
2	321	3
2	324	1
2	325	2
2	328	4
2	332	2
2	335	1
2	337	2
2	338	3
2	339	5
2	341	4
2	343	4
2	345	5
2	346	5
2	351	2
2	352	1
2	354	3
3	10	4
3	209	3
3	257	5
3	270	4
3	299	5
3	300	5
3	323	5
3	326	5
3	327	3
3	328	5
3	357	2
3	358	5
3	359	5
3	361	5
4	20	3
4	24	3
4	28	4
4	49	4
4	62	1
4	65	1
4	69	4
4	94	4
4	98	3
4	100	5
4	104	3
4	120	4
4	134	4
4	144	1
4	150	3
4	161	1
4	162	5
4	167	3
4	168	5
4	171	5
4	173	5
4	180	5
4	182	4
4	185	5
4	188	5
4	193	4
4	199	2
4	203	4
4	207	4
4	209	3
4	215	1
4	225	3
4	227	5
4	228	2
4	232	4
4	234	4
4	238	4
4	249	3
4	256	5
4	364	1
4	365	3
4	366	3
4	367	1
4	370	1
4	372	3
4	373	3
4	374	3
4	377	1
4	379	3
4	380	1
4	382	3
4	385	2
4	386	3
4	389	5
4	391	2
4	394	2
4	395	5
4	397	2
4	398	3
4	400	5
4	403	2
4	404	3
4	405	1
4	407	5
4	408	2
4	411	3
4	413	3
4	414	1
4	415	1
4	418	3
4	419	3
4	424	2
4	426	3
4	429	5
4	430	3
4	431	4
4	433	5
4	436	1
4	437	1
4	439	1
4	441	1
4	442	4
4	445	4
4	446	3
4	447	2
4	448	2
4	449	1
4	450	1
4	451	1
4	454	4
4	455	1
5	0	4
5	6	2
5	7	4
5	8	4
5	11	4
5	12	2
5	20	3
5	21	3
5	46	3
5	49	4
5	63	4
5	70	4
5	78	3
5	88	4
5	110	2
5	126	5
5	131	5
5	136	5
5	152	4
5	164	5
5	165	4
5	167	4
5	168	4
5	169	4
5	172	5
5	173	4
5	176	4
5	177	4
5	181	4
5	184	5
5	185	4
5	190	4
5	191	4
5	193	4
5	199	3
5	201	3
5	202	3
5	215	5
5	222	4
5	236	2
5	241	4
5	245	3
5	256	2
5	258	1
5	260	3
5	267	3
5	271	4
5	273	4
5	284	3
5	292	3
5	297	3
5	301	4
5	302	3
5	305	4
5	307	3
5	308	2
5	309	2
5	316	3
5	320	3
5	339	2
5	366	2
5	404	1
5	407	4
5	409	4
5	418	4
5	424	3
5	426	4
5	434	4
5	459	2
5	460	4
5	461	5
5	463	2
5	464	1
5	467	3
5	471	1
5	472	2
5	473	5
5	481	4
5	484	5
5	488	5
5	489	5
5	490	4
5	492	5
5	493	4
5	494	4
5	495	4
5	496	4
5	500	5
5	501	4
5	502	3
5	503	3
5	504	4
5	506	4
5	509	4
5	511	4
5	513	5
5	515	4
5	518	5
5	519	4
5	521	5
5	526	4
5	528	4
5	529	4
5	530	4
5	532	4
5	534	2
5	535	4
5	536	4
5	537	2
5	538	2
6	3	5
6	8	5
6	10	3
6	11	5
6	22	3
6	24	3
6	26	4
6	28	3
6	30	4
6	38	5
6	46	5
6	49	5
6	50	2
6	51	4
6	55	5
6	61	3
6	63	5
6	67	4
6	68	5
6	69	1
6	70	5
6	72	3
6	76	5
6	79	4
6	85	4
6	90	3
6	95	5
6	96	5
6	97	4
6	98	5
6	99	5
6	124	4
6	131	5
6	133	4
6	134	5
6	139	5
6	140	5
6	142	3
6	143	5
6	144	1
6	151	4
6	156	5
6	163	5
6	172	5
6	174	5
6	177	4
6	178	5
6	179	5
6	185	4
6	186	4
6	191	4
6	193	5
6	196	4
6	197	3
6	198	5
6	200	2
6	201	3
6	203	5
6	210	5
6	212	3
6	213	5
6	214	4
6	215	4
6	216	4
6	218	1
6	228	3
6	229	3
6	230	3
6	233	5
6	236	5
6	237	5
6	257	4
6	264	5
6	274	4
6	285	4
6	293	1
6	308	3
6	316	4
6	317	5
6	323	1
6	340	3
6	355	4
6	356	5
6	364	4
6	366	5
6	378	4
6	379	4
6	383	3
6	385	4
6	386	3
6	390	3
6	401	5
6	402	4
6	404	3
6	414	2
6	415	5
6	416	3
6	418	3
6	420	3
6	426	5
6	428	5
6	432	5
6	433	4
6	435	5
6	439	1
6	440	2
6	442	5
6	443	5
6	445	2
6	446	5
6	448	3
6	451	5
6	462	4
6	464	4
6	469	3
6	473	5
6	486	3
6	487	4
6	498	4
6	501	5
6	502	4
6	505	5
6	506	5
6	508	5
6	509	5
6	512	4
6	520	5
6	522	4
6	526	5
6	528	2
6	539	3
6	543	3
6	544	2
6	545	4
6	546	3
6	548	4
6	550	1
6	551	4
6	555	3
6	556	4
6	557	4
6	560	4
6	564	4
6	565	4
6	567	5
6	568	4
6	570	3
6	571	3
6	572	5
6	573	5
6	574	3
6	576	2
6	577	3
6	582	2
6	583	4
6	584	4
6	585	3
6	587	4
6	589	2
6	590	3
6	591	5
6	592	5
6	593	3
6	594	2
6	595	5
6	596	3
6	597	3
6	599	4
6	600	5
6	601	3
6	602	4
6	604	4
6	605	3
6	606	3
6	608	3
6	609	5
6	610	3
6	611	5
6	612	4
6	614	4
6	615	4
6	616	5
6	619	4
6	624	3
6	627	3
6	628	3
6	630	4
6	631	5
6	633	5
6	634	3
6	637	4
6	638	5
6	639	3
6	640	5
6	645	5
6	648	5
6	650	5
6	651	3
6	654	5
6	655	3
6	659	5
6	662	5
6	663	3
6	664	4
6	665	4
6	667	4
6	669	5
6	670	5
6	671	1
6	676	3
6	677	3
6	678	5
6	681	2
7	10	3
7	54	5
7	81	5
7	95	3
7	173	5
7	176	4
7	180	4
7	186	4
7	194	5
7	221	5
7	226	4
7	227	5
7	228	5
7	232	4
7	240	4
7	242	2
7	258	1
7	259	3
7	272	3
7	335	3
7	340	2
7	357	2
7	402	4
7	430	2
7	434	5
7	509	4
7	517	4
7	565	3
7	683	4
7	687	1
8	6	4
8	49	5
8	200	5
8	241	4
8	275	4
8	293	4
8	370	5
8	384	5
8	401	4
8	482	5
8	614	4
8	689	1
9	8	4
9	10	4
9	11	5
9	22	5
9	31	4
9	32	4
9	39	4
9	49	5
9	58	4
9	59	3
9	68	4
9	69	4
9	81	4
9	84	4
9	92	4
9	115	4
9	128	4
9	133	5
9	136	4
9	152	4
9	156	5
9	160	4
9	161	4
9	169	4
9	173	4
9	177	5
9	178	5
9	179	5
9	181	5
9	184	5
9	191	4
9	196	5
9	197	3
9	204	5
9	210	5
9	215	4
9	220	4
9	229	4
9	237	4
9	244	4
9	272	4
9	273	4
9	275	4
9	285	4
9	301	4
9	318	3
9	332	4
9	333	4
9	356	5
9	403	4
9	413	4
9	429	3
9	431	4
9	461	3
9	466	4
9	469	4
9	477	5
9	478	5
9	479	5
9	481	4
9	483	5
9	498	4
9	501	4
9	509	5
9	510	4
9	512	4
9	517	4
9	524	5
9	526	4
9	528	3
9	529	4
9	530	5
9	581	4
9	588	5
9	601	5
9	603	4
9	605	5
9	609	4
9	616	5
9	628	4
9	653	5
9	662	3
9	663	4
9	685	4
9	691	4
9	692	4
9	693	5
9	696	3
9	698	4
9	699	4
9	700	4
9	706	5
9	707	4
9	708	4
10	7	4
10	10	2
10	14	5
10	23	3
10	24	3
10	27	5
10	28	3
10	38	3
10	41	3
10	51	3
10	53	3
10	55	4
10	56	2
10	57	3
10	68	3
10	69	4
10	78	4
10	82	5
10	85	4
10	87	3
10	97	2
10	106	4
10	120	3
10	122	3
10	124	4
10	167	3
10	172	5
10	175	3
10	179	2
10	195	5
10	207	4
10	210	3
10	212	4
10	221	3
10	227	3
10	228	4
10	236	4
10	237	3
10	238	4
10	257	5
10	258	3
10	273	3
10	285	5
10	289	3
10	300	4
10	316	4
10	317	5
10	323	1
10	331	5
10	355	4
10	356	5
10	364	3
10	366	3
10	369	3
10	371	4
10	381	3
10	385	3
10	392	4
10	398	3
10	400	3
10	404	3
10	413	3
10	422	5
10	426	4
10	429	3
10	430	2
10	432	4
10	433	4
10	448	3
10	450	2
10	503	3
10	507	4
10	525	3
10	526	4
10	543	4
10	548	4
10	576	3
10	579	5
10	602	4
10	645	3
10	653	3
10	658	5
10	661	3
10	689	4
10	691	4
10	698	4
10	706	5
10	714	3
10	715	3
10	716	2
10	717	5
10	718	3
10	723	3
10	726	3
10	727	3
10	728	4
10	730	4
10	736	4
10	737	3
10	741	3
10	744	5
10	746	3
10	747	1
10	748	5
10	749	5
11	3	5
11	68	5
11	87	5
11	97	5
11	126	4
11	132	4
11	158	4
11	160	5
11	167	4
11	169	4
11	173	5
11	194	4
11	201	4
11	202	3
11	214	4
11	215	5
11	227	4
11	237	5
11	241	5
11	327	4
11	391	4
11	415	3
11	479	4
11	590	5
11	707	3
12	0	3
12	3	5
12	4	1
12	6	2
12	7	4
12	8	3
12	11	5
12	12	5
12	16	1
12	21	4
12	22	5
12	27	5
12	31	4
12	32	5
12	36	1
12	37	3
12	38	3
12	48	4
12	49	5
12	50	3
12	52	1
12	57	4
12	59	4
12	61	5
12	66	1
12	67	3
12	68	4
12	69	3
12	77	1
12	78	3
12	81	2
12	82	2
12	85	1
12	86	5
12	88	4
12	90	2
12	91	3
12	94	5
12	95	4
12	98	4
12	109	3
12	110	5
12	115	5
12	116	3
12	126	5
12	127	1
12	131	4
12	134	5
12	137	1
12	140	2
12	142	1
12	144	2
12	151	5
12	154	2
12	156	3
